Seating Interest (Sidewalk/Roadway/Both),Restaurant Name,Bulding Number,Borough,Postcode,Business Address,Latitude,Longitude
sidewalk,Sandro's Restaurant,306,Manhattan,10028,"306 East 81st street, Manhattan, NY",40.774455,-73.953641
both,Pizzeria giove,278,Staten Island,10307,"278 New dorp ln, Staten Island, NY",40.57216,-74.112943
both,The Avenue Restaurant,7122,Queens,11385,"7122 Myrtle ave, Queens, NY",40.70205,-73.8794
both,Luke's Lounge,1808,Bronx,10461,"1808 Hone Ave, Bronx, NY",40.84923,-73.85497
both,Maison Harlem,341,Manhattan,10027,"341 St. Nicholas Avenue , Manhattan, NY",40.81209,-73.951437
roadway,win son restaurant,159,Brooklyn,11206,"159 graham ave, Brooklyn, NY",40.707446,-73.943232
sidewalk,Mia's Bakery,139,Brooklyn,11201,"139 Smith Street, Brooklyn, NY",40.687074,-73.990218
sidewalk,Las Camelias Bar & Restaurant Corp.,1802,Bronx,10472,"1802 Westchester Avenue, Bronx, NY",40.831927,-73.866148
roadway,Blackstone bar and grill,3713,Bronx,10463,"3713 Riverdale ave, Bronx, NY",40.88721,-73.907136
both,Thai72,128,Manhattan,10023,"128  West 72nd Street, Manhattan, NY",40.777924,-73.980029
sidewalk,"27 SPORTS BAR AND CAFE, NC.",2,Bronx,10457,"2  WEST MOU57NT EDEN, Bronx, NY",,
sidewalk,Dim sum palace,59,Manhattan,10003,"59  2nd avenue, Manhattan, NY",40.72586,-73.989682
sidewalk,El Pollo Inka Peru,89-20,Queens,11416,"89-20 101 Avenue, Queens, NY",40.682871,-73.850875
roadway,Teddy's Bar & Grill,96,Brooklyn,11249,"96 Berry Street, Brooklyn, NY",40.719277,-73.958337
both,Moo Burger,240,Brooklyn,11201,"240 Court street, Brooklyn, NY",40.685732,-73.994285
both,Cantina 33 Inc,5533,Queens,11385,"5533  Myrtle Avenue , Queens, NY",40.699981,-73.907505
both,Cafe Grill Inc,2608,Queens,11369,"2608 96th Street, Queens, NY",40.762222,-73.873183
both,Capizzi,545,Manhattan,10018,"545 9th Avenue, Manhattan, NY",40.757304,-73.993459
both,CUENCANITOS SPORTS  BAR RESTAURANT,47-61,Queens,11377,"47-61  47th Street, Queens, NY",40.739978,-73.918377
sidewalk,El Pollo Real Restaurant INC,6951,Queens,11378,"6951 Grand ave , Queens, NY",40.726868,-73.893783
both,Bukowski's,6947,Queens,11378,"6947 Grand Avenue, Queens, NY",40.726734,-73.894
both,Barn Joo 35,34,Manhattan,10001,"34 34 West 35th Street, Manhattan, NY",,
sidewalk,BRAVAZO RESTAURANT,782,Brooklyn,11232,"782 4TH AVENUE, Brooklyn, NY",40.65969,-73.99885
both,Naruto Ramen,1596,Manhattan,10128,"1596  3rd ave, Manhattan, NY",40.78113,-73.952319
both,Chiflez,95-02,Queens,11372,"95-02 Roosevelt Ave, Queens, NY",40.748968,-73.871169
both,Soft Swerve,85B,Manhattan,10002,"85B Allen, Manhattan, NY",,
sidewalk,Calaca of Bk,139,Brooklyn,11238,"139 Putnam Ave, Brooklyn, NY",40.683289,-73.95656
sidewalk,Vietnaam,1700,Manhattan,10128,"1700  2nd Ave, Manhattan, NY",40.779271,-73.950713
sidewalk,Skytown,921,Brooklyn,11206,"921 Broadway, Brooklyn, NY",40.697503,-73.936165
roadway,Erminia Restaurant Corporation,359-361,Manhattan,10036,"359-361  West 46 St, Manhattan, NY",40.760477,-73.989521
both,Posh,405,Manhattan,10019,"405  W. 51st Street, Manhattan, NY",40.764333,-73.988997
both,Cafe Buon Gusto,132,Brooklyn,11201,"132 Montague st, Brooklyn, NY",40.694669,-73.993884
both,Bo's Kitchen and BAR,6 west,Manhattan,10010,"6 west 24th Street, Manhattan, NY",40.742466,-73.98974
roadway,Cagen,414,Manhattan,10009,"414 East 9th Street, Manhattan, NY",40.727841,-73.984074
sidewalk,Chihuahua Restaurant and Cantina,47-02,Queens,11104,"47-02  Greenpoint Avenue, Queens, NY",40.742549,-73.917706
sidewalk,Mexico Dinner,902,Brooklyn,11218,"902  Cortelyou road , Brooklyn, NY",40.638908,-73.969633
sidewalk,Bailey's Corner,1607,Manhattan,10028,"1607 York Ave, Manhattan, NY",40.775087,-73.947752
sidewalk,BAR BOLINAS INC,455,Brooklyn,11205,"455 MYRTLE AVE, Brooklyn, NY",40.693306,-73.967253
roadway,Friedman's,450,Manhattan,10018,"450 10th Ave, Manhattan, NY",40.755339,-73.998585
sidewalk,Castillo de Yaque Restaurant,4606,Brooklyn,11220,"4606 5th Avenue, Brooklyn, NY",40.647245,-74.008108
both,Joe's Pizza,3009A,Bronx,10461,"3009A Middletown Rd., Bronx, NY",40.843981,-73.830047
both,Coyote Bohemio,5519,Queens,11385,"5519 Myrtle , Queens, NY",,
sidewalk,SANTO DOMINGO RESTAURANT,862,Brooklyn,11208,"862  NEW LOTS AVENUE, Brooklyn, NY",40.667943,-73.879033
both,Vineapple,71,Brooklyn,11201,"71 Pineapple Street, Brooklyn, NY",40.698226,-73.993137
sidewalk,ivanas pizza,2373,Bronx,10458,"2373 arthur ave, Bronx, NY",40.855061,-73.887997
both,BAR BOLINAS INC,455,Brooklyn,11205,"455  MYRTLE AVE, Brooklyn, NY",40.693306,-73.967253
sidewalk,663 MA Restaurant Inc,663,Brooklyn,11218,"663 Coney Island Avenue, Brooklyn, NY",40.641073,-73.969293
both,Naruto Ramen,276,Brooklyn,11215,"276 5th ave, Brooklyn, NY",40.674307,-73.982036
sidewalk,Mashallah Grill Inc,2004,Brooklyn,11214,"2004 Bath Avenue, Brooklyn, NY",40.601308,-74.001365
roadway,Los Tacos No.1,125,Manhattan,10017,"125  Park Ave, Manhattan, NY",40.751681,-73.977677
roadway,Subject,188,Manhattan,10002,"188  Suffolk Street, Manhattan, NY",40.721248,-73.984917
roadway,Sage,299-301,Brooklyn,11211,"299-301  Graham Avenue, Brooklyn, NY",40.712908,-73.944129
both,Smith street bagels,202,Brooklyn,11201,"202 smith street, Brooklyn, NY",40.684722,-73.991837
sidewalk,LARK Cafe,1005-1007,Brooklyn,11218,"1005-1007 Church Avenue, Brooklyn, NY",40.646676,-73.970148
both,Leonelli Focacceria e Pasticceria,7,Manhattan,10016,"7  East 27th , Manhattan, NY",,
both,Kavkaz Restaurant Inc,943,Brooklyn,11230,"943 Coney Island Avenue, Brooklyn, NY",40.634356,-73.967361
both,Kasbah Grill & BBQ,251 W,Manhattan,10024,"251 W  85 ST, Manhattan, NY",40.787862,-73.977527
sidewalk,New Ho Wah,4201-4203,Queens,11103,"4201-4203 Broadway , Queens, NY",,
both,Friedman's,132,Manhattan,10001,"132 West 31st street, Manhattan, NY",40.748345,-73.990245
both,Los Tacos No.1,75,Manhattan,10011,"75 9th Ave, Manhattan, NY",40.741876,-74.004713
both,Kefi Restaurant,222,Manhattan,10024,"222 West 79th Street, Manhattan, NY",40.783504,-73.979197
sidewalk,Rosa Mexicano,61,Manhattan,10023,"61 Columbus Avenue, Manhattan, NY",40.771203,-73.983328
both,original puglia,189,Manhattan,10013,"189 hester, Manhattan, NY",,
sidewalk,Paisley Restaurant,429,Manhattan,10013,"429  Greenwich St., Manhattan, NY",40.722221,-74.009741
both,Los Tacos No.1,75,Manhattan,10011,"75 9th Ave, Manhattan, NY",40.741876,-74.004713
sidewalk,PHO CHOICE RESTAURANT,184-22,Queens,11365,"184-22  Horace Harding Expy., Queens, NY",40.739697,-73.789857
both,XIANG HOT POT,5816,Brooklyn,11219,"5816 Fort Hamilton PKWY, Brooklyn, NY",40.633941,-74.004302
sidewalk,Red Poke,885,Manhattan,10019,"885 8th ave, Manhattan, NY",40.763984,-73.984882
sidewalk,JoJos Philosophy,169,Manhattan,10012,"169 Bleeker street, Manhattan, NY",40.728745,-74.000318
sidewalk,CUTE CAT CAFE,4087879,Queens,11385,"4087879  FRESH POND ROAD, Queens, NY",,
sidewalk,Zucchero E Pomodori,1435,Manhattan,10021,"1435  2nd avenue, Manhattan, NY",40.770565,-73.957092
both,BEN & JACK'S STEAKHOUSE,219,Manhattan,10017,"219 E 44TH STREET, Manhattan, NY",40.751809,-73.972876
sidewalk,Somtum Der,380,Brooklyn,11231,"380 Van Brunt Street, Brooklyn, NY",40.677022,-74.013303
sidewalk,CUT by Wolfgang Puck,99,Manhattan,10007,"99 CHURCH STREET, Manhattan, NY",40.712949,-74.00948
sidewalk,Red Poke,600,Manhattan,10036,"600 9th ave, Manhattan, NY",40.759,-73.992203
sidewalk,Estrella Bronx Resturant inc.,2051,Bronx,10457,"2051 Webster Ave,, Bronx, NY",40.851289,-73.898786
both,Cantina Cumbancha,232,Brooklyn,11211,"232 N 12th Street, Brooklyn, NY",40.719436,-73.952868
both,Greenhouse Cafe,7715-19,Brooklyn,11209,"7715-19 3rd Avenue, Brooklyn, NY",40.629839,-74.028447
roadway,Somtum Der,380,Brooklyn,11231,"380  Van Brunt Street, Brooklyn, NY",40.677022,-74.013303
both,Malecon Restaurant,764,Manhattan,10025,"764 Amsterdam Ave., Manhattan, NY",40.795068,-73.969641
both,Pennsylvania 6 NYC,132,Manhattan,10001,"132 West 31st, Manhattan, NY",,
sidewalk,Krolewskie Jadlo,694,Brooklyn,11222,"694 Manhattan Avenue , Brooklyn, NY",40.725175,-73.951576
both,Fayrooz,28-08,Queens,11103,"28-08 Steinway street, Queens, NY",40.76524,-73.913909
sidewalk,Bills Bar & Burger,16,Manhattan,10019,"16 West 51st Street, Manhattan, NY",40.759435,-73.977403
roadway,Kolkata Chai Co,199,Manhattan,10009,"199 Kolkata Chai, 199 East 3rd St,, Manhattan, NY",,
both,Los Mariscos,409,Manhattan,10011,"409 W 15th Street, Manhattan, NY",40.741945,-74.005554
both,Cappuccino Cafe,7721,Brooklyn,11209,"7721 3rd Avenue, Brooklyn, NY",40.629806,-74.028457
sidewalk,SOOGIL,108 E,Manhattan,10003,"108 E  4TH STREET , Manhattan, NY",40.725665,-73.988206
both,The Uncommons,230,Manhattan,10012,"230 Thompson, Manhattan, NY",,
both,MEXICO LINDO RESTAURANT,459,Manhattan,10010,"459 2ND AVENUE, Manhattan, NY",40.739651,-73.979615
sidewalk,Rocco's Pizzeria,7818,Brooklyn,11209,"7818 5th Ave, Brooklyn, NY",40.627044,-74.02365
both,Cibar,56,Manhattan,10003,"56 Irving Place, Manhattan, NY",40.736098,-73.987215
both,Heavy Woods,50,Brooklyn,11237,"50 Wyckoff Avenue, Brooklyn, NY",40.705734,-73.921528
sidewalk,Brooklyn Pizza Masters,1055,Manhattan,10022,"1055 1st Avenue, Manhattan, NY",40.758695,-73.962655
sidewalk,4 caminos,6722,Queens,11385,"6722 Fresh pond road, Queens, NY",40.705256,-73.896335
both,Mulberry Street Bar,176,Manhattan,10013,"176 Mulberry Street, Manhattan, NY",40.720327,-73.996894
sidewalk,TAKEDA,566,Manhattan,10024,"566 Amsterdam , Manhattan, NY",,
both,Frankie and Johnnie’s Steakhouse,320 West,Manhattan,10036,"320 West 46th Street , Manhattan, NY",40.760136,-73.988759
roadway,Clinton Hall,90,Manhattan,10006,"90 Washington Street, Manhattan, NY",40.708082,-74.014446
both,Boka,9,Manhattan,10003,"9  Saint Marks Place, Manhattan, NY",40.729266,-73.989216
both,EL MEXICANO RESTAURANT & CAFE INC,2102,Brooklyn,11229,"2102 EAST 15 STREET , Brooklyn, NY",40.598486,-73.956349
both,Surf Bar,139,Brooklyn,11249,"139  N 6th St, Brooklyn, NY",40.717605,-73.958825
sidewalk,Company on Edgecombe,537,Manhattan,10032,"537 Edgecombe Ave, Manhattan, NY",40.833142,-73.939363
sidewalk,The Brewery Bar and Kitchen,49-18,Queens,11377,"49-18  30th ave , Queens, NY",40.760289,-73.907328
both,Tenth Avenue NY Rooftop Eatery,3795,Manhattan,10034,"3795  10th avenue , Manhattan, NY",40.862032,-73.920689
both,Lighthouse,145,Brooklyn,11211,"145  Borinquen, Brooklyn, NY",,
sidewalk,The Gate,321,Brooklyn,11215,"321 5th Avenue, Brooklyn, NY",40.672655,-73.983388
sidewalk,MARINARA PIZZA,1376,Manhattan,10128,"1376 LEXINGTON AVE, Manhattan, NY",40.782536,-73.953379
both,WU LIANG YE,LOT 57,Manhattan,10036,"LOT 57 36 W 48 STREET, Manhattan, NY",,
both,Flavors,27,Manhattan,10004,"27 27 Whitehall Street, Manhattan, NY",,
both,SOOGIL,108 E,Manhattan,10003,"108 E 4TH STREET , Manhattan, NY",40.725665,-73.988206
sidewalk,Taco Bell,230,Manhattan,10014,"230 Varick Street, Manhattan, NY",40.729223,-74.005224
both,Flavors,42,Manhattan,10004,"42 42 Broadway , Manhattan, NY",,
both,Flavors,175,Manhattan,10038,"175 175 Water Street, Manhattan, NY",,
both,Quantum Leap,226,Manhattan,10012,"226 Thompson St., Manhattan, NY",40.729261,-73.998954
sidewalk,99 Favor Taste Restaurant,285`,Manhattan,10002,"285` Grand Street, Manhattan, NY",,
sidewalk,Suzu Sushi Restaurant,1075,Manhattan,10022,"1075 First Avenue , Manhattan, NY",40.75936,-73.962167
both,Dolly’s Swing & Dive,101,Brooklyn,11249,"101 Kent Ave , Brooklyn, NY",40.720784,-73.961208
both,Solid State,5322,Queens,11377,"5322 Roosevelt Ave, Queens, NY",40.744551,-73.911208
sidewalk,wakamatsu,11609,Queens,11418,"11609 metropolitan avenue  Kew Garden, Queens, NY",40.707408,-73.835737
both,Ollie,64,Manhattan,10014,"64 Downing st, Manhattan, NY",40.728962,-74.004889
sidewalk,TACO BELL Cantina,58A,Manhattan,10038,"58A Fulton Street, Manhattan, NY",40.708563,-74.004967
both,Good Taste 88 INC.,773,Brooklyn,11220,"773 52nd street, Brooklyn, NY",40.640451,-74.00561
both,Snowdonia,32-01,Queens,11106,"32-01  35th Ave, Queens, NY",40.757704,-73.927577
both,Local & Vine,282,Manhattan,10013,"282 Hudson Street, Manhattan, NY",40.725402,-74.007623
both,Kaña bar and restaurant,324,Manhattan,10013,"324 Spring street, Manhattan, NY",40.726,-74.009301
both,Campania Coal Fired Pizza,9824,Brooklyn,11209,"9824 4th Avenue, Brooklyn, NY",40.61382,-74.032812
both,tu cachapa,4195,Manhattan,10033,"4195  BROADWAY, Manhattan, NY",40.848174,-73.93778
both,Bonus Room,991,Queens,11385,"991 Wyckoff Avenue, Queens, NY",40.696054,-73.904867
both,ANGELOS PIZZERIA,3903,Queens,11368,"3903 103RD ST, Queens, NY",40.750542,-73.863024
both,Nargis Corp.,2818,Brooklyn,11239,"2818  Coney Island Avenue, Brooklyn, NY",40.587874,-73.960403
sidewalk,BURGER & BARREL,25,Manhattan,10012,"25 W HOUSTON ST, Manhattan, NY",40.725932,-73.997904
sidewalk,Curry Express,130,Manhattan,10016,"130 East 29th Street , Manhattan, NY",40.743154,-73.981776
sidewalk,The Cafe Standard,25,Manhattan,10003,"25 Cooper Square, Manhattan, NY",40.727751,-73.9912
both,loco coco,835,Manhattan,10065,"835  Lexington Avenue , Manhattan, NY",40.765149,-73.966041
sidewalk,Sant Ambroeus Cafe at the Hanley,1136,Manhattan,10065,"1136  Third Avenue, Manhattan, NY",40.766164,-73.963228
roadway,The Crooked Knife,121,Manhattan,10016,"121 27 E 30TH ST 27-29, Manhattan, NY",,
both,esquina tequila,4001,Queens,11101,"4001 Northern blvd , Queens, NY",40.752462,-73.924205
sidewalk,Rimtin Mediterranean restaurant,104-02,Queens,11375,"104-02 Metropolitan ave, Queens, NY",40.710144,-73.848903
both,Eat N Run Cafe LLC,2574,Brooklyn,11223,"2574 Coney Island Ave, Brooklyn, NY",40.594077,-73.960878
both,BRINE,106,Manhattan,10011,"106 8th Ave., Manhattan, NY",40.740633,-74.001869
sidewalk,MOKUM,464,Manhattan,10024,"464 Amsterdam, Manhattan, NY",,
both,"Matecana Bakery, INC",48-04,Queens,11368,"48-04 108 St., Queens, NY",40.74581,-73.856242
both,Frank Mac's Pub,425,Manhattan,10024,"425 Amsterdam Ave, Manhattan, NY",40.784055,-73.977651
both,Haymaker Bar and Kitchen,252-254,Manhattan,10001,"252-254  West 29th street , Manhattan, NY",40.748472,-73.994395
both,Stan's sports bar,836,Bronx,10451,"836 River ave, Bronx, NY",40.826898,-73.926451
sidewalk,El Ranchito de Daisy,4149,Queens,11355,"4149  150th Street, Queens, NY",40.761523,-73.81341
both,Tannat,4736,Manhattan,10040,"4736 Broadway, Manhattan, NY",40.864982,-73.928274
both,Tagine Fine Dining,221,Manhattan,10018,"221 W 38th street, Manhattan, NY",40.753873,-73.989612
both,Emmy Squared,364,Brooklyn,11211,"364 Grand Street, Brooklyn, NY",40.712331,-73.955679
roadway,Masal Cafe & Lounge,1901,Brooklyn,11235,"1901 Emmons Avenue, Brooklyn, NY",40.583565,-73.949432
both,Juban,207,Manhattan,10011,"207  10th Avenue, Manhattan, NY",40.747242,-74.004504
sidewalk,ANTOJITOS DE SAN CECILIO PLACE INC,9004,Queens,11421,"9004 JAMAICA, Queens, NY",,
both,BARO by Chefs Society,34 West,Manhattan,10001,"34 West 32nd Street, Manhattan, NY",40.747826,-73.987101
both,Anejo Tribeca,301,Manhattan,10013,"301  Church Street, Manhattan, NY",40.719322,-74.00447
both,Boqueria,53,Manhattan,10011,"53 West 19th Street, Manhattan, NY",40.739801,-73.993046
both,Egg Shop,138,Brooklyn,11249,"138  North 8th, Brooklyn, NY",,
both,karakatta,230,Manhattan,10012,"230 thompson st, Manhattan, NY",40.729352,-73.998874
both,Boqueria,171,Manhattan,10012,"171  Spring St, Manhattan, NY",40.724752,-74.002331
sidewalk,Broadway Dive,2662,Manhattan,10025,"2662 Broadway, Manhattan, NY",40.797986,-73.96934
sidewalk,B&H Dairy Kosher Vegetarian Restaurant,127,Manhattan,10003,"127 Second Avenue, Manhattan, NY",40.72836,-73.987852
both,WINNER,367,Brooklyn,11215,"367 7TH AVE, Brooklyn, NY",40.665779,-73.9825
both,Toloache Restaurant,205,Manhattan,10012,"205 Thompson Street, Manhattan, NY",40.728677,-73.999477
both,The Burgary & Garfunkels,67,Manhattan,10002,"67 Clinton Street, Manhattan, NY",40.719379,-73.984931
roadway,One Stop Beer Shop,134,Brooklyn,11222,"134  Kingsland , Brooklyn, NY",,
both,BuenaVista Restaurant & Bar,536,Manhattan,10018,"536 9th avenue, Manhattan, NY",40.756904,-73.993727
both,I Trulli,5,Manhattan,10016,"122/24 East 27th street, Manhattan, NY",,
both,Radegast Hall & Biergarten,113,Brooklyn,11249,"113 N 3rd, Brooklyn, NY",,
sidewalk,LOBO,218,Brooklyn,11201,"218 Court St., Brooklyn, NY",40.686555,-73.993892
sidewalk,PJ Carney's,906,Manhattan,10019,"906 Seventh Avenue, Manhattan, NY",40.765745,-73.979885
sidewalk,SOCIAL CORNER,24324,Queens,11422,"24324 MERRICK BLVD, Queens, NY",40.674055,-73.730075
both,Molasses Books,770,Brooklyn,11237,"770 Hart Street, Brooklyn, NY",40.700746,-73.923889
sidewalk,El Palo Bar & Restaurant Inc,3812,Queens,11368,"3812 104 street, Queens, NY",40.751321,-73.862459
sidewalk,Benares,45,Manhattan,10007,"45 Murray street, Manhattan, NY",40.714055,-74.009382
sidewalk,VERY JUICE INC,422,Brooklyn,11223,"422  AVENUE P, Brooklyn, NY",40.608943,-73.97176
both,Gorilla Coffee,472,Brooklyn,11217,"472  Bergen , Brooklyn, NY",,
sidewalk,Lobsterhousejoes,1898,Staten Island,10305,"1898 Hylan Blvd , Staten Island, NY",40.583273,-74.095868
sidewalk,Cute Cat Cafe,6669,Queens,11385,"6669 Fresh Pond Road, Queens, NY",40.706799,-73.897076
both,Kaoru restaurant,306,Manhattan,10017,"306  East 46th street, Manhattan, NY",40.752182,-73.969902
both,Chateau De Captain,2570,Brooklyn,11223,"2570 Coney Island Ave, Brooklyn, NY",40.594176,-73.960885
sidewalk,Dear Mama,611,Manhattan,10027,"611 W 129th Street, Manhattan, NY",40.816514,-73.958276
sidewalk,AVENITA DINNER INC.,8323,Queens,11432,"8323 PARSONS BLVD, Queens, NY",40.715204,-73.807664
sidewalk,Bin 71,237,Manhattan,10023,"237  Columbus Ave, Manhattan, NY",40.776582,-73.97938
sidewalk,Newyorktitlan,1525,Brooklyn,11237,"1525 Gates avenue , Brooklyn, NY",40.698962,-73.912776
roadway,Cafe Leon Dore,214,Manhattan,10012,"214  Mulberry St., Manhattan, NY",40.722161,-73.996176
sidewalk,DON PACO LOPEZ PANADERIA,4703,Brooklyn,11220,"4703 4th AVENUE, Brooklyn, NY",40.648057,-74.010912
both,Book Club,197,Manhattan,10009,"197 East 3rd Street, Manhattan, NY",40.722928,-73.983545
sidewalk,La Taqueria,572,Brooklyn,11211,"572 Grand Street, Brooklyn, NY",40.711126,-73.949227
both,Daily Provisions/Union Square Cafe,101-103,Manhattan,10003,"101-103  E 19th St, Manhattan, NY",40.737679,-73.988027
both,Blend Coffee + CoWork,6808,Brooklyn,11220,"6808  4th avenue , Brooklyn, NY",40.635176,-74.023304
roadway,Belarussian Xata Restaurant,1655,Brooklyn,11235,"1655 Sheepshead Bay Rd, Brooklyn, NY",40.586537,-73.95235
roadway,Black Rabbit,91,Brooklyn,11222,"91 Greenpoint ave., Brooklyn, NY",40.730002,-73.956404
both,Emmy Squared,83,Manhattan,10003,"83 First Avenue, Manhattan, NY",40.725873,-73.986546
roadway,Little Forno,276,Brooklyn,11220,"276  Bay Ridge Ave, Brooklyn, NY",40.635873,-74.026493
both,Flowers Cafe,39,Manhattan,10002,"39 Essex Street, Manhattan, NY",40.716135,-73.989467
sidewalk,R40 Argentinian Restaurant Corp,47-16,Queens,11101,"47-16  Vernon blvd, Queens, NY",40.745004,-73.953352
sidewalk,Joe Broadway's Billiards and Sports Pub,2178,Staten Island,10303,"2178 Forest Ave, Staten Island, NY",40.626706,-74.162213
both,Emmy Squared,364,Brooklyn,12111,"364 Grand Avenue, Brooklyn, NY",40.68558,-73.962256
both,Shabulixius,39-32,Queens,11361,"39-32 Bell Blvd, Queens, NY",40.76492,-73.771691
roadway,The Butcher's Daughter,19,Manhattan,10012,"19 Kenmare Street, Manhattan, NY",40.720541,-73.994682
both,Bareburger,71-49/51,Queens,11375,"71-49/51  Austin Street, Queens, NY",,
both,Catrinas Mexican Grill,7316,Manhattan,11209,"7316 3rd Avenue, Manhattan, NY",,
both,Barn Joo USQ,35,Manhattan,10003,"35  Union Square West, Manhattan, NY",40.736765,-73.9906
sidewalk,Ravagh Persian Grill,125-127,Manhattan,10003,"125-127 1st Ave, Manhattan, NY",40.727342,-73.985485
roadway,The Butcher's Daughter,581,Manhattan,10014,"581 Hudson Street, Manhattan, NY",40.736365,-74.005871
both,Amorino,60,Manhattan,10003,"60 University Place, Manhattan, NY",40.732865,-73.993711
sidewalk,Mark’s Bake Shoppe,3479,Staten Island,10307,"3479  Richmond Road, Staten Island, NY",40.572952,-74.136734
sidewalk,2nd Avenue Stube LLC,1652-54,Manhattan,10028,"1652-54 2nd Avenue, Manhattan, NY",40.777611,-73.951924
sidewalk,A Touch Of Dee,1,Manhattan,10037,"657/659  MALCOM X BLD, Manhattan, NY",,
both,LOUKOUMI TAVERNA,4507,Queens,11105,"4507 DITMARS BOULEVARD, Queens, NY",40.770735,-73.903046
sidewalk,CHINESE KOREAN RESTAURANT GUHSUNG INC,45-46,Queens,11361,"45-46  BELL BLVD, Queens, NY",40.759084,-73.768697
sidewalk,Ravagh Persian Grill,1135,Manhattan,10065,"1135 First Avenue, Manhattan, NY",40.761632,-73.960502
roadway,The Butcher's Daughter,271,Brooklyn,11211,"271 Metropolitan Avenue, Brooklyn, NY",40.714712,-73.958343
sidewalk,Escolas Corp,3204,Queens,11106,"3204 36TH AVE, Queens, NY",40.756138,-73.928817
both,Burger Time,1080,Bronx,10461,"1080 Morris Park Avenue, Bronx, NY",40.849297,-73.853585
both,La Fiction,308,Brooklyn,11211,"308 Hooper Street, Brooklyn, NY",40.70728,-73.953879
both,Caridad Restaurant,135,Bronx,10468,"135   Kingsbridge road, Bronx, NY",,
sidewalk,Ikko hibachi sushi asian bistro,3938,Bronx,10465,"3938 East Tremont ave , Bronx, NY",40.821273,-73.818561
sidewalk,Cafe Gitane,70,Brooklyn,11201,"70  Hudson Ave, Brooklyn, NY",40.702806,-73.981141
both,Ras Plant Based,739,Brooklyn,11237,"739 Franklin Avenue, Brooklyn, NY",40.673507,-73.956934
